genomeversion	biastype	biassubtype	chr	start	end
hg19	replication	lagging	chr21	27079499	27202499
hg19	replication	lagging	chr21	27228499	27266499
hg19	replication	lagging	chr21	27296499	27333499
hg19	replication	lagging	chr21	27552499	27830499
hg19	replication	lagging	chr21	27929499	28298499
hg19	replication	lagging	chr21	28450499	28519499
hg19	replication	lagging	chr21	28635499	28811499
hg19	replication	lagging	chr21	29410499	29510499
hg19	replication	lagging	chr21	30491499	30768499
hg19	replication	lagging	chr21	30794499	31607499
hg19	replication	lagging	chr21	31777499	31880499
hg19	replication	lagging	chr21	32964499	33131499
hg19	replication	lagging	chr21	33157499	33417499
hg19	replication	lagging	chr21	33973499	34308499
hg19	replication	lagging	chr21	34787499	34951499
hg19	replication	lagging	chr21	35233499	35273499
hg19	replication	lagging	chr21	35300499	35524499
hg19	replication	lagging	chr21	36102499	36344499
hg19	replication	lagging	chr21	36603499	36840499
hg19	replication	lagging	chr21	36871499	36971499
hg19	replication	lagging	chr21	37586499	37654499
hg19	replication	lagging	chr21	37789499	37982499
hg19	replication	lagging	chr21	38413499	38682499
hg19	replication	lagging	chr21	38766499	39400499
hg19	replication	lagging	chr21	39576499	39751499
hg19	replication	lagging	chr21	40763499	41234499
hg19	replication	lagging	chr21	41801499	42332499
hg19	replication	lagging	chr21	43123499	43201499
hg19	replication	lagging	chr21	43251499	43266499
hg19	replication	lagging	chr21	43821499	43984499
hg19	replication	lagging	chr21	44036499	44105499
hg19	replication	lagging	chr21	44408499	44575499
hg19	replication	lagging	chr21	44697499	44760499
hg19	replication	lagging	chr21	44902499	44987499
hg19	replication	lagging	chr21	45208499	45394499
hg19	replication	lagging	chr21	45636499	45935499
hg19	replication	lagging	chr21	46304499	46493499
hg19	replication	lagging	chr21	46818499	46918499
hg19	replication	lagging	chr21	46944499	47239499
hg19	replication	lagging	chr22	17660499	17752499
hg19	replication	lagging	chr22	18355499	18618499
hg19	replication	lagging	chr22	19021499	19327499
hg19	replication	lagging	chr22	19761499	20044499
hg19	replication	lagging	chr22	20178499	20293499
hg19	replication	lagging	chr22	20784499	20845499
hg19	replication	lagging	chr22	20941499	21021499
hg19	replication	lagging	chr22	21349499	21442499
hg19	replication	lagging	chr22	22007499	22284499
hg19	replication	lagging	chr22	22310499	22550499
hg19	replication	lagging	chr22	22577499	22607499
hg19	replication	lagging	chr22	22634499	22851499
hg19	replication	lagging	chr22	23428499	23495499
hg19	replication	lagging	chr22	24198499	24265499
hg19	replication	lagging	chr22	24537499	24622499
hg19	replication	lagging	chr22	24648499	24661499
hg19	replication	lagging	chr22	24828499	25028499
hg19	replication	lagging	chr22	25232499	25732499
hg19	replication	lagging	chr22	25839499	26487499
hg19	replication	lagging	chr22	27035499	27415499
hg19	replication	lagging	chr22	28266499	28370499
hg19	replication	lagging	chr22	29145499	29163499
hg19	replication	lagging	chr22	29365499	29494499
hg19	replication	lagging	chr22	29725499	29944499
hg19	replication	lagging	chr22	30088499	30298499
hg19	replication	lagging	chr22	30350499	30442499
hg19	replication	lagging	chr22	30631499	30756499
hg19	replication	lagging	chr22	30916499	31070499
hg19	replication	lagging	chr22	31508499	31781499
hg19	replication	lagging	chr22	31909499	32263499
hg19	replication	lagging	chr22	32362499	32666499
hg19	replication	lagging	chr22	32695499	32719499
hg19	replication	lagging	chr22	32956499	33982499
hg19	replication	lagging	chr22	34361499	34596499
hg19	replication	lagging	chr22	34791499	34900499
hg19	replication	lagging	chr22	35878499	36214499
hg19	replication	lagging	chr22	36693499	36735499
hg19	replication	lagging	chr22	36873499	37199499
hg19	replication	lagging	chr22	37529499	37616499
hg19	replication	lagging	chr22	37814499	37843499
hg19	replication	lagging	chr22	38063499	38210499
hg19	replication	lagging	chr22	38354499	38432499
hg19	replication	lagging	chr22	38592499	38754499
hg19	replication	lagging	chr22	38780499	38953499
hg19	replication	lagging	chr22	39162499	39327499
hg19	replication	lagging	chr22	39768499	40231499
hg19	replication	lagging	chr22	40475499	40554499
hg19	replication	lagging	chr22	40934499	41041499
hg19	replication	lagging	chr22	41223499	41259499
hg19	replication	lagging	chr22	41438499	41530499
hg19	replication	lagging	chr22	41716499	41781499
hg19	replication	lagging	chr22	41930499	42494499
hg19	replication	lagging	chr22	42839499	42872499
hg19	replication	lagging	chr22	42902499	42925499
hg19	replication	lagging	chr22	42955499	43046499
hg19	replication	lagging	chr22	43249499	43418499
hg19	replication	lagging	chr22	43593499	44087499
hg19	replication	lagging	chr22	44330499	44638499
hg19	replication	lagging	chr22	45209499	45224499
hg19	replication	lagging	chr22	45616499	45742499
hg19	replication	lagging	chr22	45829499	46068499
hg19	replication	lagging	chr22	46318499	46365499
hg19	replication	lagging	chr22	46530499	46694499
hg19	replication	lagging	chr22	46841499	46890499
hg19	replication	lagging	chr22	47064499	48233499
hg19	replication	lagging	chr22	48538499	48631499
hg19	replication	lagging	chr22	48846499	49077499
hg19	replication	lagging	chr22	49430499	49583499
hg19	replication	lagging	chr22	50415499	50520499
hg19	replication	lagging	chr22	50631499	50762499
hg19	replication	lagging	chr22	50942499	51023499
hg19	replication	lagging	chr22	51082499	51178499
hg19	replication	lagging	chr3	60499	233499
hg19	replication	lagging	chr3	330499	445499
hg19	replication	lagging	chr3	576499	627499
hg19	replication	lagging	chr3	788499	828499
hg19	replication	lagging	chr3	854499	942499
hg19	replication	lagging	chr3	1157499	1190499
hg19	replication	lagging	chr3	1298499	1409499
hg19	replication	lagging	chr3	1619499	1674499
hg19	replication	lagging	chr3	1700499	1767499
hg19	replication	lagging	chr3	2009499	2023499
hg19	replication	lagging	chr3	2050499	2310499
hg19	replication	lagging	chr3	2505499	2664499
hg19	replication	lagging	chr3	2836499	2932499
hg19	replication	lagging	chr3	3174499	3378499
hg19	replication	lagging	chr3	3569499	3711499
hg19	replication	lagging	chr3	4612499	4809499
hg19	replication	lagging	chr3	5045499	5793499
hg19	replication	lagging	chr3	5962499	6123499
hg19	replication	lagging	chr3	6226499	6367499
hg19	replication	lagging	chr3	6668499	6835499
hg19	replication	lagging	chr3	7013499	7188499
hg19	replication	lagging	chr3	7447499	7572499
hg19	replication	lagging	chr3	8697499	8733499
hg19	replication	lagging	chr3	8763499	8858499
hg19	replication	lagging	chr3	9936499	10314499
hg19	replication	lagging	chr3	10340499	10925499
hg19	replication	lagging	chr3	11300499	11431499
hg19	replication	lagging	chr3	11816499	12044499
hg19	replication	lagging	chr3	12600499	12621499
hg19	replication	lagging	chr3	12879499	13120499
hg19	replication	lagging	chr3	13422499	13490499
hg19	replication	lagging	chr3	13553499	13940499
hg19	replication	lagging	chr3	14381499	14662499
hg19	replication	lagging	chr3	15499499	15608499
hg19	replication	lagging	chr3	15634499	16364499
hg19	replication	lagging	chr3	16540499	17000499
hg19	replication	lagging	chr3	17114499	17378499
hg19	replication	lagging	chr3	17808499	17875499
hg19	replication	lagging	chr3	17901499	18337499
hg19	replication	lagging	chr3	18861499	18947499
hg19	replication	lagging	chr3	19003499	19116499
hg19	replication	lagging	chr3	19143499	19226499
hg19	replication	lagging	chr3	19430499	19494499
hg19	replication	lagging	chr3	20026499	20371499
hg19	replication	lagging	chr3	20397499	20810499
hg19	replication	lagging	chr3	20961499	21079499
hg19	replication	lagging	chr3	21319499	21419499
hg19	replication	lagging	chr3	21543499	21653499
hg19	replication	lagging	chr3	21764499	21855499
hg19	replication	lagging	chr3	22052499	22067499
hg19	replication	lagging	chr3	22098499	22181499
hg19	replication	lagging	chr3	22432499	22487499
hg19	replication	lagging	chr3	23167499	23368499
hg19	replication	lagging	chr3	24003499	24105499
hg19	replication	lagging	chr3	24134499	24299499
hg19	replication	lagging	chr3	24325499	24347499
hg19	replication	lagging	chr3	24559499	25123499
hg19	replication	lagging	chr3	25722499	26401499
hg19	replication	lagging	chr3	26444499	26521499
hg19	replication	lagging	chr3	26857499	26898499
hg19	replication	lagging	chr3	27564499	27833499
hg19	replication	lagging	chr3	27862499	27955499
hg19	replication	lagging	chr3	28065499	28076499
hg19	replication	lagging	chr3	28104499	28370499
hg19	replication	lagging	chr3	28408499	28430499
hg19	replication	lagging	chr3	28461499	28509499
hg19	replication	lagging	chr3	28536499	28841499
hg19	replication	lagging	chr3	28984499	29046499
hg19	replication	lagging	chr3	29193499	29301499
hg19	replication	lagging	chr3	29473499	29488499
hg19	replication	lagging	chr3	30168499	30238499
hg19	replication	lagging	chr3	30400499	30429499
hg19	replication	lagging	chr3	30455499	30485499
hg19	replication	lagging	chr3	30677499	30846499
hg19	replication	lagging	chr3	32154499	32295499
hg19	replication	lagging	chr3	32321499	32384499
hg19	replication	lagging	chr3	32713499	32819499
hg19	replication	lagging	chr3	33001499	33264499
hg19	replication	lagging	chr3	33554499	34429499
hg19	replication	lagging	chr3	34460499	34669499
hg19	replication	lagging	chr3	34698499	35015499
hg19	replication	lagging	chr3	35261499	35436499
hg19	replication	lagging	chr3	35551499	35843499
hg19	replication	lagging	chr3	36028499	36101499
hg19	replication	lagging	chr3	37278499	37702499
hg19	replication	lagging	chr3	38087499	38206499
hg19	replication	lagging	chr3	38267499	38814499
hg19	replication	lagging	chr3	39209499	39854499
hg19	replication	lagging	chr3	40500499	40847499
hg19	replication	lagging	chr3	41268499	41393499
hg19	replication	lagging	chr3	41419499	41450499
hg19	replication	lagging	chr3	42044499	42212499
hg19	replication	lagging	chr3	42552499	42592499
hg19	replication	lagging	chr3	42841499	43051499
hg19	replication	lagging	chr3	43200499	43502499
hg19	replication	lagging	chr3	43530499	43555499
hg19	replication	lagging	chr3	43762499	44094499
hg19	replication	lagging	chr3	44412499	44638499
hg19	replication	lagging	chr3	44976499	45125499
hg19	replication	lagging	chr3	45672499	45920499
hg19	replication	lagging	chr3	46115499	46167499
hg19	replication	lagging	chr3	46194499	46280499
hg19	replication	lagging	chr3	46389499	46436499
hg19	replication	lagging	chr3	46958499	47041499
hg19	replication	lagging	chr3	47398499	47562499
hg19	replication	lagging	chr3	47648499	47794499
hg19	replication	lagging	chr3	47997499	48101499
hg19	replication	lagging	chr3	48639499	48932499
hg19	replication	lagging	chr3	49181499	49314499
hg19	replication	lagging	chr3	49502499	49578499
hg19	replication	lagging	chr3	49707499	49775499
hg19	replication	lagging	chr3	49905499	50020499
hg19	replication	lagging	chr3	50229499	50326499
hg19	replication	lagging	chr3	50441499	50899499
hg19	replication	lagging	chr3	50935499	50985499
hg19	replication	lagging	chr3	51462499	51541499
hg19	replication	lagging	chr3	51658499	51741499
hg19	replication	lagging	chr3	52455499	52669499
hg19	replication	lagging	chr3	52841499	52889499
hg19	replication	lagging	chr3	53196499	53374499
hg19	replication	lagging	chr3	53405499	53932499
hg19	replication	lagging	chr3	53959499	54403499
hg19	replication	lagging	chr3	54434499	54663499
hg19	replication	lagging	chr3	54934499	55055499
hg19	replication	lagging	chr3	55085499	55111499
hg19	replication	lagging	chr3	55553499	55647499
hg19	replication	lagging	chr3	55860499	55967499
hg19	replication	lagging	chr3	56773499	56900499
hg19	replication	lagging	chr3	57086499	57318499
hg19	replication	lagging	chr3	57920499	58332499
hg19	replication	lagging	chr3	58476499	58775499
hg19	replication	lagging	chr3	58833499	59479499
hg19	replication	lagging	chr3	59633499	59884499
hg19	replication	lagging	chr3	60052499	60260499
hg19	replication	lagging	chr3	60754499	61031499
hg19	replication	lagging	chr3	61584499	62724499
hg19	replication	lagging	chr3	62915499	63000499
hg19	replication	lagging	chr3	63141499	63172499
hg19	replication	lagging	chr3	63202499	63293499
hg19	replication	lagging	chr3	63478499	63510499
hg19	replication	lagging	chr3	63731499	63822499
hg19	replication	lagging	chr3	64058499	64245499
hg19	replication	lagging	chr3	64364499	65064499
hg19	replication	lagging	chr3	65365499	65470499
hg19	replication	lagging	chr3	66046499	66144499
hg19	replication	lagging	chr3	66385499	66466499
hg19	replication	lagging	chr3	66614499	66647499
hg19	replication	lagging	chr3	66770499	66899499
hg19	replication	lagging	chr3	66925499	67120499
hg19	replication	lagging	chr3	67250499	67470499
hg19	replication	lagging	chr3	67496499	67538499
hg19	replication	lagging	chr3	67767499	67839499
hg19	replication	lagging	chr3	67865499	68100499
hg19	replication	lagging	chr3	68127499	68338499
hg19	replication	lagging	chr3	68575499	68587499
hg19	replication	lagging	chr3	69203499	69560499
hg19	replication	lagging	chr3	69774499	70241499
hg19	replication	lagging	chr3	70871499	71319499
hg19	replication	lagging	chr3	71753499	72097499
hg19	replication	lagging	chr3	72691499	72789499
hg19	replication	lagging	chr3	72951499	73134499
hg19	replication	lagging	chr3	73161499	73510499
hg19	replication	lagging	chr3	73727499	74344499
hg19	replication	lagging	chr3	74488499	74606499
hg19	replication	lagging	chr3	74767499	74906499
hg19	replication	lagging	chr3	75070499	75116499
hg19	replication	lagging	chr3	75448499	75545499
hg19	replication	lagging	chr3	75722499	76034499
hg19	replication	lagging	chr3	76206499	76307499
hg19	replication	lagging	chr3	76468499	76578499
hg19	replication	lagging	chr3	76725499	76814499
hg19	replication	lagging	chr3	76982499	77114499
hg19	replication	lagging	chr3	77283499	77379499
hg19	replication	lagging	chr3	77555499	77689499
hg19	replication	lagging	chr3	78011499	78045499
hg19	replication	lagging	chr3	78238499	78308499
hg19	replication	lagging	chr3	78615499	78738499
hg19	replication	lagging	chr3	79041499	79153499
hg19	replication	lagging	chr3	79184499	79281499
hg19	replication	lagging	chr3	79978499	80426499
hg19	replication	lagging	chr3	80527499	80900499
hg19	replication	lagging	chr3	81052499	81075499
hg19	replication	lagging	chr3	81106499	81139499
hg19	replication	lagging	chr3	81444499	81602499
hg19	replication	lagging	chr3	81846499	82057499
hg19	replication	lagging	chr3	82229499	82360499
hg19	replication	lagging	chr3	82662499	82760499
hg19	replication	lagging	chr3	82916499	83039499
hg19	replication	lagging	chr3	83617499	83828499
hg19	replication	lagging	chr3	83855499	84387499
hg19	replication	lagging	chr3	84609499	84779499
hg19	replication	lagging	chr3	84882499	84976499
hg19	replication	lagging	chr3	85323499	85676499
hg19	replication	lagging	chr3	86104499	86188499
hg19	replication	lagging	chr3	86343499	86459499
hg19	replication	lagging	chr3	86554499	86628499
hg19	replication	lagging	chr3	87383499	87818499
hg19	replication	lagging	chr3	88086499	88527499
hg19	replication	lagging	chr3	88553499	88571499
hg19	replication	lagging	chr3	88879499	88896499
hg19	replication	lagging	chr3	88923499	88966499
hg19	replication	lagging	chr3	89567499	89893499
hg19	replication	lagging	chr3	89922499	89985499
hg19	replication	lagging	chr3	90011499	90193499
hg19	replication	lagging	chr3	90224499	90286499
hg19	replication	lagging	chr3	93606499	93708499
hg19	replication	lagging	chr3	93959499	94141499
hg19	replication	lagging	chr3	94639499	95239499
hg19	replication	lagging	chr3	95870499	96281499
hg19	replication	lagging	chr3	96506499	97039499
hg19	replication	lagging	chr3	97630499	98061499
hg19	replication	lagging	chr3	98209499	98449499
hg19	replication	lagging	chr3	98650499	98836499
hg19	replication	lagging	chr3	99939499	100684499
hg19	replication	lagging	chr3	101383499	101491499
hg19	replication	lagging	chr3	101517499	101668499
hg19	replication	lagging	chr3	101845499	102915499
hg19	replication	lagging	chr3	102955499	102965499
hg19	replication	lagging	chr3	103377499	103472499
hg19	replication	lagging	chr3	103790499	103927499
hg19	replication	lagging	chr3	104011499	104104499
hg19	replication	lagging	chr3	104365499	104437499
hg19	replication	lagging	chr3	104881499	104994499
hg19	replication	lagging	chr3	105020499	105041499
hg19	replication	lagging	chr3	105332499	105442499
hg19	replication	lagging	chr3	105668499	105753499
hg19	replication	lagging	chr3	105978499	106077499
hg19	replication	lagging	chr3	106236499	106359499
hg19	replication	lagging	chr3	106388499	106644499
hg19	replication	lagging	chr3	106700499	106750499
hg19	replication	lagging	chr3	107192499	107264499
hg19	replication	lagging	chr3	107675499	108067499
hg19	replication	lagging	chr3	108094499	108443499
hg19	replication	lagging	chr3	108474499	108893499
hg19	replication	lagging	chr3	109052499	109202499
hg19	replication	lagging	chr3	109341499	109450499
hg19	replication	lagging	chr3	109677499	109800499
hg19	replication	lagging	chr3	110162499	110218499
hg19	replication	lagging	chr3	110859499	111116499
hg19	replication	lagging	chr3	111503499	111526499
hg19	replication	lagging	chr3	111767499	111856499
hg19	replication	lagging	chr3	111903499	111958499
hg19	replication	lagging	chr3	112364499	112468499
hg19	replication	lagging	chr3	113303499	113975499
hg19	replication	lagging	chr3	114001499	114356499
hg19	replication	lagging	chr3	114382499	114816499
hg19	replication	lagging	chr3	114972499	114993499
hg19	replication	lagging	chr3	115183499	115293499
hg19	replication	lagging	chr3	115445499	115693499
hg19	replication	lagging	chr3	115924499	115956499
hg19	replication	lagging	chr3	116150499	116199499
hg19	replication	lagging	chr3	116408499	116531499
hg19	replication	lagging	chr3	116735499	116850499
hg19	replication	lagging	chr3	116922499	117047499
hg19	replication	lagging	chr3	117154499	117312499
hg19	replication	lagging	chr3	117425499	117532499
hg19	replication	lagging	chr3	117753499	117932499
hg19	replication	lagging	chr3	118096499	118199499
hg19	replication	lagging	chr3	119898499	120067499
hg19	replication	lagging	chr3	120096499	120218499
hg19	replication	lagging	chr3	120336499	120726499
hg19	replication	lagging	chr3	120752499	120781499
hg19	replication	lagging	chr3	121501499	121620499
hg19	replication	lagging	chr3	122235499	122429499
hg19	replication	lagging	chr3	122455499	122582499
hg19	replication	lagging	chr3	123206499	123684499
hg19	replication	lagging	chr3	123711499	123924499
hg19	replication	lagging	chr3	124798499	124864499
hg19	replication	lagging	chr3	124890499	124929499
hg19	replication	lagging	chr3	125099499	125531499
hg19	replication	lagging	chr3	125689499	125952499
hg19	replication	lagging	chr3	126191499	126217499
hg19	replication	lagging	chr3	126383499	126484499
hg19	replication	lagging	chr3	126766499	127050499
hg19	replication	lagging	chr3	127423499	127554499
hg19	replication	lagging	chr3	128289499	128484499
hg19	replication	lagging	chr3	128703499	128781499
hg19	replication	lagging	chr3	129276499	129502499
hg19	replication	lagging	chr3	129611499	130322499
hg19	replication	lagging	chr3	130517499	130603499
hg19	replication	lagging	chr3	130631499	130717499
hg19	replication	lagging	chr3	131129499	131608499
hg19	replication	lagging	chr3	132103499	132163499
hg19	replication	lagging	chr3	132189499	132456499
hg19	replication	lagging	chr3	132483499	132500499
hg19	replication	lagging	chr3	132528499	132639499
hg19	replication	lagging	chr3	133188499	133249499
hg19	replication	lagging	chr3	133275499	133486499
hg19	replication	lagging	chr3	134074499	134719499
hg19	replication	lagging	chr3	134748499	134946499
hg19	replication	lagging	chr3	135003499	135073499
hg19	replication	lagging	chr3	135935499	136173499
hg19	replication	lagging	chr3	136515499	136658499
hg19	replication	lagging	chr3	136688499	136787499
hg19	replication	lagging	chr3	136814499	137047499
hg19	replication	lagging	chr3	137073499	137149499
hg19	replication	lagging	chr3	137179499	137279499
hg19	replication	lagging	chr3	138159499	138274499
hg19	replication	lagging	chr3	138589499	138837499
hg19	replication	lagging	chr3	138863499	139029499
hg19	replication	lagging	chr3	139055499	139394499
hg19	replication	lagging	chr3	139616499	139975499
hg19	replication	lagging	chr3	140725499	140765499
hg19	replication	lagging	chr3	141104499	141271499
hg19	replication	lagging	chr3	141355499	141450499
hg19	replication	lagging	chr3	141480499	141672499
hg19	replication	lagging	chr3	141970499	142086499
hg19	replication	lagging	chr3	142112499	143252499
hg19	replication	lagging	chr3	143680499	143772499
hg19	replication	lagging	chr3	144153499	144492499
hg19	replication	lagging	chr3	144518499	144556499
hg19	replication	lagging	chr3	144711499	144766499
hg19	replication	lagging	chr3	145209499	145291499
hg19	replication	lagging	chr3	145931499	146425499
hg19	replication	lagging	chr3	146453499	146653499
hg19	replication	lagging	chr3	146679499	146746499
hg19	replication	lagging	chr3	146945499	147107499
hg19	replication	lagging	chr3	147241499	147315499
hg19	replication	lagging	chr3	147484499	147620499
hg19	replication	lagging	chr3	147945499	147996499
hg19	replication	lagging	chr3	149112499	149291499
hg19	replication	lagging	chr3	149424499	149522499
hg19	replication	lagging	chr3	149557499	149570499
hg19	replication	lagging	chr3	150167499	150308499
hg19	replication	lagging	chr3	150416499	150511499
hg19	replication	lagging	chr3	150540499	151291499
hg19	replication	lagging	chr3	151627499	151779499
hg19	replication	lagging	chr3	151946499	152286499
hg19	replication	lagging	chr3	152312499	152437499
hg19	replication	lagging	chr3	152844499	152930499
hg19	replication	lagging	chr3	152956499	153263499
hg19	replication	lagging	chr3	153774499	154246499
hg19	replication	lagging	chr3	154500499	154604499
hg19	replication	lagging	chr3	155578499	155622499
hg19	replication	lagging	chr3	155648499	155972499
hg19	replication	lagging	chr3	156000499	156039499
hg19	replication	lagging	chr3	156398499	156569499
hg19	replication	lagging	chr3	156821499	157147499
hg19	replication	lagging	chr3	157274499	157442499
hg19	replication	lagging	chr3	157791499	157906499
hg19	replication	lagging	chr3	158371499	158787499
hg19	replication	lagging	chr3	158819499	159075499
hg19	replication	lagging	chr3	159101499	159169499
hg19	replication	lagging	chr3	160282499	160387499
hg19	replication	lagging	chr3	160933499	161002499
hg19	replication	lagging	chr3	161122499	161893499
hg19	replication	lagging	chr3	162101499	162123499
hg19	replication	lagging	chr3	162325499	162680499
hg19	replication	lagging	chr3	162737499	162929499
hg19	replication	lagging	chr3	163461499	163695499
hg19	replication	lagging	chr3	164014499	164071499
hg19	replication	lagging	chr3	164179499	164396499
hg19	replication	lagging	chr3	164423499	164491499
hg19	replication	lagging	chr3	164652499	164802499
hg19	replication	lagging	chr3	164828499	165126499
hg19	replication	lagging	chr3	165308499	165352499
hg19	replication	lagging	chr3	165707499	165811499
hg19	replication	lagging	chr3	166184499	166292499
hg19	replication	lagging	chr3	166535499	166973499
hg19	replication	lagging	chr3	166999499	167294499
hg19	replication	lagging	chr3	167632499	167664499
hg19	replication	lagging	chr3	167860499	167984499
hg19	replication	lagging	chr3	168649499	168978499
hg19	replication	lagging	chr3	169817499	169848499
hg19	replication	lagging	chr3	170005499	170420499
hg19	replication	lagging	chr3	170523499	170571499
hg19	replication	lagging	chr3	170597499	170998499
hg19	replication	lagging	chr3	171707499	171873499
hg19	replication	lagging	chr3	172335499	173265499
hg19	replication	lagging	chr3	174143499	174232499
hg19	replication	lagging	chr3	174786499	175013499
hg19	replication	lagging	chr3	175039499	175089499
hg19	replication	lagging	chr3	175416499	175474499
hg19	replication	lagging	chr3	175502499	175922499
hg19	replication	lagging	chr3	176100499	176396499
hg19	replication	lagging	chr3	176985499	177082499
hg19	replication	lagging	chr3	177110499	177755499
hg19	replication	lagging	chr3	177852499	178330499
hg19	replication	lagging	chr3	178866499	178879499
hg19	replication	lagging	chr3	179236499	179864499
hg19	replication	lagging	chr3	179985499	180189499
hg19	replication	lagging	chr3	180614499	180828499
hg19	replication	lagging	chr3	180940499	180962499
hg19	replication	lagging	chr3	181548499	181977499
hg19	replication	lagging	chr3	182831499	182927499
hg19	replication	lagging	chr3	182956499	183216499
hg19	replication	lagging	chr3	183662499	183736499
hg19	replication	lagging	chr3	183973499	184672499
hg19	replication	lagging	chr3	185239499	185255499
hg19	replication	lagging	chr3	185287499	186019499
hg19	replication	lagging	chr3	186509499	186558499
hg19	replication	lagging	chr3	186585499	187054499
hg19	replication	lagging	chr3	187613499	187635499
hg19	replication	lagging	chr3	187799499	188237499
hg19	replication	lagging	chr3	188739499	188822499
hg19	replication	lagging	chr3	189016499	189212499
hg19	replication	lagging	chr3	189238499	189329499
hg19	replication	lagging	chr3	189527499	189979499
hg19	replication	lagging	chr3	190005499	190262499
hg19	replication	lagging	chr3	190337499	190545499
hg19	replication	lagging	chr3	190625499	190724499
hg19	replication	lagging	chr3	191132499	191346499
hg19	replication	lagging	chr3	191546499	191649499
hg19	replication	lagging	chr3	191872499	191935499
hg19	replication	lagging	chr3	192342499	192397499
hg19	replication	lagging	chr3	192681499	192918499
hg19	replication	lagging	chr3	193511499	193735499
hg19	replication	lagging	chr3	193899499	193999499
hg19	replication	lagging	chr3	194242499	194358499
hg19	replication	lagging	chr3	194384499	194555499
hg19	replication	lagging	chr3	194726499	194786499
hg19	replication	lagging	chr3	194812499	194894499
hg19	replication	lagging	chr3	195409499	195426499
hg19	replication	lagging	chr3	195452499	195474499
hg19	replication	lagging	chr3	195715499	195815499
hg19	replication	lagging	chr3	195963499	196077499
hg19	replication	lagging	chr3	196239499	196411499
hg19	replication	lagging	chr3	196626499	196674499
hg19	replication	lagging	chr3	196737499	196972499
hg19	replication	lagging	chr3	197394499	197705499
hg19	replication	lagging	chr3	197732499	197799499
hg19	replication	lagging	chr4	702499	714499
hg19	replication	lagging	chr4	883499	1247499
hg19	replication	lagging	chr4	1273499	1384499
hg19	replication	lagging	chr4	1800499	2162499
hg19	replication	lagging	chr4	2388499	2544499
hg19	replication	lagging	chr4	2831499	3045499
hg19	replication	lagging	chr4	3405499	3585499
hg19	replication	lagging	chr4	3775499	3996499
hg19	replication	lagging	chr4	4022499	4166499
hg19	replication	lagging	chr4	4335499	4931499
hg19	replication	lagging	chr4	4959499	5233499
hg19	replication	lagging	chr4	6420499	6450499
hg19	replication	lagging	chr4	6700499	6750499
hg19	replication	lagging	chr4	6876499	7339499
hg19	replication	lagging	chr4	7389499	7440499
hg19	replication	lagging	chr4	7483499	7495499
hg19	replication	lagging	chr4	7998499	8112499
hg19	replication	lagging	chr4	8172499	8414499
hg19	replication	lagging	chr4	8568499	8596499
hg19	replication	lagging	chr4	8638499	8773499
hg19	replication	lagging	chr4	8818499	9049499
hg19	replication	lagging	chr4	9370499	9447499
hg19	replication	lagging	chr4	9654499	9829499
hg19	replication	lagging	chr4	10044499	10110499
hg19	replication	lagging	chr4	10137499	10311499
hg19	replication	lagging	chr4	10670499	10753499
hg19	replication	lagging	chr4	10780499	10802499
hg19	replication	lagging	chr4	10828499	10992499
hg19	replication	lagging	chr4	11018499	11120499
hg19	replication	lagging	chr4	11264499	11358499
hg19	replication	lagging	chr4	11590499	11839499
hg19	replication	lagging	chr4	12335499	12437499
hg19	replication	lagging	chr4	12847499	12883499
hg19	replication	lagging	chr4	12909499	13071499
hg19	replication	lagging	chr4	13141499	13238499
hg19	replication	lagging	chr4	13525499	13639499
hg19	replication	lagging	chr4	13665499	13847499
hg19	replication	lagging	chr4	13912499	13989499
hg19	replication	lagging	chr4	14015499	14069499
hg19	replication	lagging	chr4	14227499	14308499
hg19	replication	lagging	chr4	14487499	14558499
hg19	replication	lagging	chr4	15146499	15337499
hg19	replication	lagging	chr4	15726499	15818499
hg19	replication	lagging	chr4	16067499	16380499
hg19	replication	lagging	chr4	16406499	16580499
hg19	replication	lagging	chr4	16626499	16861499
hg19	replication	lagging	chr4	17673499	18112499
hg19	replication	lagging	chr4	18138499	18151499
hg19	replication	lagging	chr4	18392499	18750499
hg19	replication	lagging	chr4	19098499	19145499
hg19	replication	lagging	chr4	19171499	19312499
hg19	replication	lagging	chr4	19474499	19549499
hg19	replication	lagging	chr4	20448499	20502499
hg19	replication	lagging	chr4	20661499	21135499
hg19	replication	lagging	chr4	21167499	21558499
hg19	replication	lagging	chr4	21584499	21650499
hg19	replication	lagging	chr4	21768499	21864499
hg19	replication	lagging	chr4	22058499	22083499
hg19	replication	lagging	chr4	22109499	22124499
hg19	replication	lagging	chr4	22151499	22198499
hg19	replication	lagging	chr4	22559499	22764499
hg19	replication	lagging	chr4	22824499	22975499
hg19	replication	lagging	chr4	23169499	23225499
hg19	replication	lagging	chr4	23416499	23509499
hg19	replication	lagging	chr4	24602499	24937499
hg19	replication	lagging	chr4	25280499	25355499
hg19	replication	lagging	chr4	25397499	25819499
hg19	replication	lagging	chr4	25901499	26142499
hg19	replication	lagging	chr4	26168499	26328499
hg19	replication	lagging	chr4	26497499	26531499
hg19	replication	lagging	chr4	27107499	27352499
hg19	replication	lagging	chr4	27383499	27524499
hg19	replication	lagging	chr4	28248499	29206499
hg19	replication	lagging	chr4	29263499	29508499
hg19	replication	lagging	chr4	29690499	29882499
hg19	replication	lagging	chr4	30106499	30161499
